#H295R-shbcatenin		
Gene	Fold Change (log2) [- dox/+dox]	p_values_adjusted
LRRN2	-0.0594783333333332	0.864165276005277
GOPC	0.0285736666666674	0.926828987420178
LXN	1.244579	0.0351167468854759
ASCL1	-0.00851266666666609	0.982523503616988
CCT3	-0.111719999999999	0.592845916952892
GLTPD2	-0.082324333333333	0.81000174583549
SLC26A9	0.0545680000000007	0.834470739028853
MLN	0.0555406666666673	0.83568726766556
THRB	0.117539666666667	0.785476747850623
PUS3	-0.0727219999999998	0.811039304529434
PSMD3	-0.127733333333332	0.548138764076282
THSD4	-0.615725333333333	0.0286129614738536
TAF11	0.226114333333335	0.244426581435231
MDFI	-0.0295506666666655	0.91787726743953
ASB6	0.00067833333333460	0.998275219056485
AVPR1A	0.751908666666668	0.0185304620090284
GBX2	-0.164164333333334	0.597274793991978
FKBP3	0.0684616666666678	0.769217868422514
KIF6	-0.188062666666666	0.464393642723292
C4orf29	-0.0483716666666666	0.862457429222775
IL20	-0.0450859999999998	0.856502682928004
LPHN2	0.135951	0.716517864791776
RPRD1A	0.0654090000000017	0.789149377548591
NOP58	-0.137813333333333	0.512869954128574
MATN1	-0.0471456666666656	0.857623516158136
NLGN4X	0.120644000000000	0.553892046464523
POLR2H	-0.0278663333333313	0.911600329626215
LHX5	-0.147255666666666	0.594074153534407
IL13RA1	0.0835066666666673	0.692545022319336
ARSE	0.0929536666666672	0.673815991677713
IFIT2	0.239833000000001	0.268127341983809
CHADL	-0.281088333333333	0.293255927517952
STMN3	-0.216577666666667	0.249858906930330
ATPAF2	-0.057137666666666	0.842052180873092
ZNF710	-0.0110836666666667	0.973324325276993
SGCD	-0.366085666666666	0.160589525668831
XPC	-0.185399666666666	0.337168522063646
MT1H	0.0655033333333333	0.797384658979621
TRPC4AP	0.0675226666666689	0.759696248427462
ATG2B	0.247813500000001	0.218478495014124
CFI	0.286767333333335	0.133614476543628
GNGT1	-0.0404006666666663	0.889610038918956
RAB14	0.100603333333335	0.655063476133482
SPATS2	0.0539126666666674	0.823699339501946
CYP4F12	-0.0570379999999996	0.814223077858884
RBM27	-0.126353999999999	0.536810332635776
DIEXF	-0.404139999999999	0.0647596980686847
KLRF1	0.236070666666667	0.308781492431849
PKP1	-0.0868843333333327	0.777406710539424
DNM1L	-0.0459579999999983	0.843840511995531
CD6	-0.0341880000000000	0.914808689682189
AFAP1-AS1	0.00755266666666716	0.983159241812861
TMX4	0.0092413333333348	0.976702491879288
RNF4	0.080132333333334	0.730777457405814
MED22	0.0622233333333331	0.780717071872908
XPNPEP1	-0.00427766666666557	0.988942941807152
OR2H1	-0.0456499999999995	0.857663804897022
EXOSC4	-0.185227333333333	0.367206442400058
TSPEAR	-0.0983023333333328	0.73287100778903
C17orf99	-0.117256999999999	0.696194439936211
GPR144	-0.0665576666666657	0.875624463432848
UBAP2	-0.088452333333332	0.673538419974363
KDM2B	0.0128443333333338	0.965647799452417
FKBP7	-0.144203999999999	0.503217861354116
TRIM48	-0.0370287777777773	0.899614658619676
USP14	-0.133599	0.528409919089401
WNT8B	0.00038866666666723	0.99859819361966
CNGA1	0.0583946666666671	0.823910138699963
FAM83D	0.120459666666668	0.566075188962
SCG5	0.130958333333335	0.657217907037306
C22orf43	0.100267333333334	0.661383805087653
ACSS3	-0.206720333333333	0.301793253300179
PRAC	-0.0238686666666662	0.929624114746256
FOSL1	-0.0868703333333332	0.77718596107678
NLRP3	-0.0430919999999993	0.902787568004946
HILPDA	-0.122727333333332	0.585641973157377
OR51B5	-0.174251000000000	0.49971129098408
FSD1	-0.180747999999999	0.376882447735926
C10orf62	-0.0263946666666663	0.941559580750404
SUMO3	0.042737333333334	0.874857188244301
RYR3	0.121055333333334	0.577524803794493
ADH1C	-0.0759243333333328	0.74424924420945
PDE6D	0.0389286666666667	0.874960823800592
HBP1	0.125929333333335	0.55011810398893
SNX6	0.131327333333336	0.543819286485342
S100A3	0.00756300000000042	0.988133186272453
SH3YL1	-0.0463993333333324	0.871104061464043
SOGA2	-0.0501826666666655	0.826922793139517
EN2	-0.141082333333332	0.477955084845205
SP8	-0.0809799999999999	0.716517864791776
PRTN3	-0.260235	0.215722751602022
CEP78	0.135160666666668	0.541939010010167
PDE6C	-0.054518333333333	0.812274868326197
IST1	0.0232710000000017	0.931612374241687
KCNH1	0.297633333333334	0.460428849906031
HSPA14	0.121365333333334	0.596617523400524
C19orf24	-0.0906119999999995	0.672689684469428
NSAP11	0.100534333333334	0.657217907037306
ZNF579	-0.0464446666666655	0.899614658619676
GZMM	-0.118608666666666	0.674780899769326
KHNYN	-0.136588666666665	0.513141966218084
TSPAN16	-0.0653806666666666	0.785482517274791
SMARCA2	0.0766643333333348	0.778995157976597
GABRA3	-0.164248999999999	0.506914816034461
GALNT5	0.150436000000000	0.492043348845002
NPTN	0.364900333333334	0.0778643319695396
LPCAT2	-0.322078999999999	0.268061430255324
CMBL	0.162280666666668	0.410343763683663
CCDC89	-0.137589666666667	0.528890172622518
CDNF	0.00319666666666659	0.993677488355417
C1QBP	-0.0710256666666662	0.745225523902052
MYL7	0.0346740000000012	0.912833899801715
MC2R	-0.109452000000000	0.628711947029009
CDAN1	-0.272670333333333	0.197242705853315
PSME3	-0.0824569999999981	0.697094236295306
B3GALT5	-0.0819463333333336	0.761257561656748
EVC2	-0.253223333333333	0.174481584258959
LECT2	0.217372000000001	0.442526042885238
GPR110	0.00634100000000053	0.987937064305561
MED28	0.0160833333333342	0.957243575945961
ZFHX3	0.0106220000000006	0.97184501043952
CEACAM7	0.211629666666667	0.294300395506211
MEGF10	-0.139129333333333	0.511381112724989
FOXD2	-0.060494333333333	0.8257633904865
CNTRL	0.235018666666668	0.380154726640807
LINC00477	-0.204219333333332	0.31525316986747
DPP8	0.0408073333333342	0.87095450632169
TAF6L	-0.00810949999999928	0.98025379113353
RPS14	-0.136911666666666	0.561205824568141
TBC1D14	-0.191343666666666	0.340805625968811
DYNLL2	-0.0728286666666666	0.809409373518692
GNAQ	0.220668666666667	0.239584169389072
PRG4	0.0126810000000005	0.969513647149429
UHRF1	0.0598563333333341	0.790270367828216
PDCD7	-0.133640333333333	0.518178391451896
CSPG4	-0.158761999999999	0.440506189605982
CAPNS2	-0.0838253333333331	0.709458407711009
ANKRD28	0.242909000000001	0.215722751602022
FAM105B	-0.125885333333333	0.636490807097692
ARHGAP9	0.0162890000000002	0.965930252534257
ADARB2	-0.100969666666665	0.65498201079628
C1orf115	-0.167291000000000	0.467798588118316
CDCA3	0.184304	0.371797773837046
DFNB31	0.00092733333333401	0.99792238320329
SIGLEC6	-0.0173999999999997	0.953929177066653
C10orf76	0.0970540000000006	0.67609334973886
PVRL2	0.0672373333333348	0.774210549173745
LHX8	0.0385430000000003	0.883913953154694
LOC388906	-0.143449000000000	0.481986611994676
SS18L1	-0.0294783333333329	0.915761046438965
DOPEY1	0.0990176666666673	0.682390613806982
PTS	0.140559333333334	0.49971129098408
TFPI2	0.0746620000000019	0.880427463662501
GCAT	0.00353433333333384	0.993523650516004
RPL7L1	-0.105343999999998	0.680436423395844
C6orf99	-0.049376333333333	0.924674647382585
MCM7	0.0600453333333346	0.814956840733813
LAMB1	0.0972973333333357	0.660122297714278
LINC00299	-0.0530909999999994	0.86098720418783
COL18A1-AS1	0.164245333333333	0.417125112561133
HIST1H2BA	-0.121344666666667	0.661812056571718
TTI1	-0.0782893333333322	0.798170083215805
FBXW9	-0.137303333333333	0.540614958546206
ALOX12B	-0.136296333333333	0.589841732939668
TTC12	0.138397666666667	0.567558442908127
PYCR2	-0.128614999999999	0.558807324932864
OTP	-0.00692633333333285	0.985544323496696
F12	-0.0721593333333324	0.76307213318662
ANKRD49	0.253604000000002	0.223260757343954
PLVAP	-0.0377189999999988	0.923702459119057
ULBP1	0.0510573333333343	0.857663804897022
WNT9A	-0.0769390000000003	0.759034160486144
PDIA6	-0.135599999999999	0.528409919089401
NFIB	0.116045000000001	0.577269890738407
GAPDH	-0.0480433333333332	0.836626995068017
ZCCHC7	0.0583063333333337	0.826922793139517
SLC36A4	0.0122390000000006	0.966342921970461
PTPDC1	-0.00765299999999899	0.98162913124242
LIPF	0.0223823333333338	0.935991946407154
EDC4	-0.0399556666666661	0.874908057954497
DDX20	-0.415949666666667	0.0647406940889148
RPL22L1	0.0713943333333349	0.741809049318412
MFSD11	0.186563666666668	0.324443655582244
BAZ1A	0.139862333333334	0.488602547609567
UCHL5	-0.0203266666666654	0.949295980201336
RSPO2	-0.0899616666666659	0.774104133965233
PIN1	0.087470333333333	0.704370299831112
BBS5	0.0838456666666671	0.711082533709514
PTTG2	0.219395666666667	0.320462604748547
DCAF15	-0.0262229999999997	0.925845244747948
YY1	-0.00584133333333294	0.985884500368235
CHTF18	-0.277014999999999	0.178800838368910
WFDC5	-0.0902179999999997	0.777568084061469
L3MBTL4	0.143705000000000	0.562399033626288
RAPGEF6	-0.108827999999999	0.592937025021788
SAMD14	0.00857100000000096	0.982523503616988
C17orf97	-0.0678469999999996	0.77394434422275
EPHA3	0.0853166666666673	0.791934055525056
CDCA2	0.211641333333334	0.390966211084762
DOCK9	-0.179771999999999	0.589306764532592
PLCZ1	-0.0768259999999996	0.725237788753458
BPIFB1	-0.00168266666666638	0.99628178244892
ACAA2	0.214113333333334	0.255309811786564
IFNAR2	-0.21064	0.279049509382533
AMDHD1	-0.0812086666666655	0.732898134943024
NKAIN2	-0.090558333333333	0.721454370213253
NAA30	-0.112897666666664	0.615689623138822
MS4A12	-0.0911546666666668	0.705010402761235
NOP9	-0.380997000000000	0.139567607482897
HIST1H4G	-0.0833406666666664	0.708381059238031
ARHGAP15	0.0231740000000001	0.931446587444396
SEC16A	-0.180851666666666	0.4254947046787
KDR	0.0888140000000004	0.68135180147671
CCDC130	-0.0514096666666669	0.824700707442131
NHP2L1	-0.099795666666667	0.667098538791373
ASB11	-0.112533333333333	0.581811561322474
TMEM105	-0.304659999999999	0.338754799084584
CDH16	-0.117700333333333	0.605928551077722
FKBPL	-0.0250266666666656	0.922463263763
COPS7B	-0.151824333333332	0.450233254347116
PACS1	0.211736000000001	0.309421300309741
KRT24	-0.0100843333333334	0.974451420920923
USP28	0.0939030000000014	0.710501625370744
IRX1	-0.174315666666665	0.581502485736275
ABCG2	-0.914235	0.0273713913650908
SHISA5	0.117688666666668	0.616658572613329
ST3GAL6	-0.274086999999999	0.267900565260008
SSR3	0.292261666666666	0.145814726785909
CCDC84	-0.0686873333333324	0.777568084061469
HSPB6	-0.123096000000000	0.737472059237828
RRAGB	-0.304682999999999	0.177509274522709
EIF3K	0.00848600000000266	0.982375192575954
OTOGL	-0.0117213333333327	0.970481529511925
SH3BP5	0.0982010000000004	0.660936117491532
OR7A17	0.0568809999999999	0.838055013770737
TTF1	-0.0621843333333314	0.821526499502248
HPCA	0.150852666666668	0.472599709268839
BFAR	-0.0472086666666658	0.846917872248932
BATF	0.0283580000000008	0.925845244747948
C16orf45	0.236056333333334	0.274121181062751
OTC	0.0396766666666669	0.886819278471755
PNLIPRP1	-0.101301333333332	0.674028958837018
PPM1F	-0.172444666666667	0.408033886002958
SNW1	0.094461666666667	0.646975691115257
WDR86	-0.0896920000000002	0.77415898386052
GPC3	-0.0161319999999990	0.958565523123178
SI	0.0343163333333338	0.890094615232462
MS4A3	-0.0787883333333328	0.731974410873657
SCNN1B	-0.0165236666666665	0.952448105846014
ZNF624	0.244483333333334	0.29098458066948
MAGEC1	-0.117211666666665	0.557611184484231
ZDHHC16	0.0252440000000004	0.931494545972758
HMX2	-0.114143666666665	0.661362028309397
AKAP14	-0.00425499999999984	0.988133186272453
UPF1	-0.108025666666666	0.630743046685015
TEPP	0.006021333333334	0.987499363290182
LCE2B	-0.049274333333333	0.861677398924522
SPIN3	-0.123888333333332	0.558494409261702
DBH	-0.0741276666666666	0.761257561656748
HTATSF1	-0.0202623333333327	0.94678260229888
SH2B1	-0.254307666666666	0.194072775206065
C22orf15	-0.233523000000000	0.412758598920913
DOM3Z	-0.0765729999999999	0.730777457405814
MAOB	-0.0771506666666657	0.729368274679147
PI15	-0.0834009999999992	0.698638671208267
WDFY4	-0.148179999999999	0.523453039510001
PPP1R1B	-0.0158023333333329	0.962275697500938
POLR1C	-0.216827666666666	0.27587475645008
TMEM247	-0.176323333333333	0.5530742296054
VWA1	-0.111996000000000	0.696194439936211
VNN3	-0.102829666666666	0.639002829892966
DDX1	0.109213333333335	0.60378773986659
KIAA1683	0.0996480000000007	0.719839702715467
TRIM47	-0.147046333333332	0.508080341765777
WDR4	-0.272416999999999	0.226499104403529
ATP6V1B1	0.00755300000000042	0.983159241812861
NME4	-0.00791166666666573	0.982375192575954
C1orf111	-0.0411029999999995	0.87796421789874
BRS3	0.153732666666668	0.491578070092
EIF4G2	-0.0650866666666649	0.767958022875087
CCR7	0.0195080000000013	0.955460918122607
SLC25A17	0.0517963333333345	0.829384095613517
PDLIM4	0.0144863333333344	0.95805797537369
SSFA2	0.432868666666668	0.0416860404261162
ZNF501	0.322671333333334	0.285116883835521
DHX37	-0.147547999999999	0.485727384606525
FOXO3	-0.243196999999999	0.476790385924269
ZNF829	-0.0286456666666656	0.90945379489823
CCL1	0.0554860000000007	0.814780717126634
SYNE2	0.266786333333333	0.326830048540369
C1QTNF4	0.00689333333333406	0.985544323496696
TNKS1BP1	0.0163143333333348	0.959218131095776
LRRC34	0.0997290000000002	0.628711947029009
MMP15	-0.275600999999999	0.263064019049831
ZCCHC2	0.0678068333333336	0.759445936839873
MTL5	0.0789846666666672	0.719304894613107
MMP26	0.0940253333333335	0.758341714501375
FGFRL1	-0.155155999999998	0.480330266927924
PNPO	-0.0491553333333336	0.831668247201974
LSM14B	-0.147365888888888	0.511381112724989
TAF2	-0.0548539999999994	0.808241799908975
TEKT3	0.130299000000001	0.551095525785999
EEF1D	-0.12239	0.541939010010167
TLN1	0.0723600000000015	0.76648935876098
TRA2A	0.0845825000000007	0.758341714501375
LDHA	-0.120619999999999	0.5531802635914
SNTN	-0.0130763333333329	0.969513647149429
C1QL1	0.0452016666666677	0.903864363916236
ENPP7	-0.109300666666666	0.663776173049665
GABRB2	-0.00639266666666607	0.987163226136842
AK5	0.0501900000000006	0.884789546675685
HECW1	-0.175194666666667	0.51786180567444
MGAT5	0.0700236666666672	0.785482517274791
LOC100128988	-0.0919066666666663	0.685488482699362
SOD3	-0.00666133333333253	0.983159241812861
GSTM2	0.044745833333335	0.871242375260852
GSG1	-0.0256289999999996	0.942092082409632
R3HDM2	0.0555543333333339	0.815156860161333
P4HA1	0.112852666666668	0.596617523400524
GUCY2D	-0.0840626666666667	0.748388402768556
PELI2	-0.076095333333333	0.729368274679147
TMEM216	0.0980673333333341	0.66929001968245
LECT1	-0.241486333333333	0.279265360641951
LARGE	0.143273666666668	0.499820889593952
DLL4	-0.154063333333333	0.461415076124779
GPR101	-0.0892609999999993	0.705734010576397
POU6F2	-0.0193179999999995	0.94678260229888
RIN2	0.0184446666666671	0.957940366305124
SIX4	-0.129258333333333	0.587396808178803
BREA2	-0.0395566666666666	0.871825961559453
C1orf87	0.0235716666666669	0.928897428735123
PI4KB	-0.287080666666667	0.188549331106419
RAD21L1	0.113485333333333	0.626274169235363
SPTLC1	-0.0625669999999998	0.779668393144765
CPNE6	0.0202980000000005	0.949295980201336
P2RY4	-0.152244999999999	0.441366313859876
TMEM127	-0.104033999999999	0.673921955474628
ESAM	-0.182487999999999	0.412670239383384
GPATCH4	-0.244689833333332	0.243677515322349
ITPKA	-0.112911333333333	0.595150543243344
FGFR1OP	0.0566860000000009	0.825852772242435
XPO7	-0.124234333333331	0.580149967309238
CORO2A	-0.411951666666667	0.114391489603784
LAMA1	-0.0419163333333326	0.883878395614985
ESCO2	-0.133928999999999	0.550904785888199
HRC	-0.0201073333333331	0.946953175174742
MDM1	0.132640000000001	0.604153257694145
AHSA1	-1.05433266666667	0.00809874206560261
PTTG3P	0.139681000000001	0.528501553687416
RNF215	0.127231666666667	0.541939010010167
CRTC2	0.153423666666666	0.441909622750662
SFMBT1	0.266715666666668	0.213876860878204
DCLK2	0.0297290000000011	0.931025463699155
ADAMTSL3	-0.0563043333333329	0.810625157938411
UBE2E1	0.227360333333334	0.233528575266801
SRGAP3	0.0153160000000000	0.96589392686322
C6orf62	0.129641000000001	0.601564043046757
BCAR1	0.0155450000000016	0.957391035727797
GPR123	-0.0364776666666661	0.902208543897795
THEMIS	-0.00506433333333284	0.987937064305561
ADAT3	0.0731580000000014	0.751653256027624
DNM2	0.105223666666667	0.607898776363481
LIF	0.118317000000000	0.778477148290034
ZNF350	-0.0620629999999996	0.83023589034143
TNFSF11	-0.0902116666666658	0.667697330885416
CDON	-0.287483666666665	0.188232886284507
UBXN2A	0.149093000000001	0.443378989641463
STX2	0.097052000000001	0.68171195530621
PIGS	0.0607806666666671	0.80091417944586
C9orf37	-0.0165756666666651	0.955460918122607
ALPK1	0.14322	0.668408423975192
COQ10B	-0.219180666666666	0.25507701188487
ACTL10	0.0045853333333336	0.990496921312903
CCNA2	0.0199766666666680	0.951767328727707
ATAD3B	-0.228456333333333	0.227200366691512
ZNF782	0.185624000000000	0.437822740624322
OMP	0.00854900000000042	0.98173288785111
HDAC5	-0.0900743333333325	0.667040000089664
FXR1	0.0173400000000015	0.950820187177115
FAIM3	-0.00826533333333285	0.981191596773742
BNIP3L	-0.195351666666666	0.299765846328222
RGL4	-0.114003	0.574486578500537
CUX1	-0.215150999999999	0.28651815312586
DDX46	-0.111702999999999	0.59513523612168
PKNOX2	-0.0984706666666663	0.641957306407734
HSD17B14	-0.257379333333333	0.196266313247769
PP13	0.178038333333334	0.535492155031224
LINC00482	-0.117815666666666	0.555273681994882
ARL5C	0.0528240000000009	0.82362083475088
SPEM1	0.104728666666668	0.678589880084092
BMP3	0.116405000000001	0.60378773986659
TEDDM1	-0.331720999999999	0.218627213160066
ZNF620	-0.158023333333332	0.508602469366771
FAM194A	-0.0347099999999991	0.891410328517388
NECAP2	-0.0156069999999999	0.956846543507582
ATF7IP2	0.0185666666666672	0.95197590164177
KCNJ11	-0.00052266666666645	0.998281147912498
ERBB2IP	0.244906666666668	0.194923895076377
CCNA1	-0.182857666666666	0.340805625968811
SWT1	0.245070000000001	0.241555096435003
NUDT18	-0.0543303333333324	0.897639655731474
RUFY3	0.120080000000001	0.603884415419483
SMPX	-0.206212333333333	0.385026964267459
C22orf39	0.00126733333333497	0.99704422037925
TIMM13	-0.0835846666666663	0.694407056566956
OCIAD1	0.200812333333333	0.301793253300179
WDFY2	0.0180570000000011	0.950980037243398
MOB1A	-0.0402999999999987	0.873263526318665
PRKAR2A	0.145938666666669	0.472920709533599
JMJD8	-0.0202536666666674	0.94375604597120
GPER	-0.0639046666666666	0.818849076927228
SH3BGRL3	-0.309223	0.4423818632121
HMGN4	0.0458870000000017	0.86521320388291
ATCAY	-0.119900000000000	0.55155082188871
CDIPT	-0.120492999999999	0.632532249588464
DLEU2	0.302057666666667	0.140269987064999
TBC1D30	-0.49649	0.0739218716203512
ALMS1P	0.00115133333333338	0.997134925912045
EBF3	0.0865403333333337	0.690641668678273
BASP1	-0.00811066666666618	0.98256318768706
THNSL2	-0.0941993333333328	0.686659637953633
DHX38	-0.206017999999999	0.343729765439488
SLC27A6	0.224458333333333	0.440368942982395
CCR10	-0.151226000000000	0.443072320689246
DNAL4	0.218833666666666	0.311354677197697
ENTPD2	-0.176457666666666	0.495283817122373
DRG1	0.0275013333333354	0.919164861512704
GYPE	-0.0315616666666662	0.944454301779885
CEP104	-0.0286446666666657	0.910333045729225
MGC32805	-0.163370666666666	0.478484283517744
FLJ38668	-0.0910946666666656	0.76368723681351
ALKBH2	-0.191164999999999	0.438019817548948
RASSF1	0.0337263333333337	0.895093529187836
BARD1	0.154008000000001	0.430060390011002
PCNX	0.0902430000000005	0.703699627914376
SLC25A34	-0.220761000000000	0.249266035781889
STYX	-0.250436666666666	0.211849533372038
ITGA3	-0.0582963333333333	0.861677398924522
NPY1R	-1.36288533333333	0.048170505761132
KANK3	-0.201776333333333	0.388303383752735
CHRD	-0.157041333333332	0.48174711509713
OSM	-0.0843943333333321	0.701931918360678
ILK	0.122499333333334	0.540614958546206
GPR183	0.0179386666666664	0.952522040665323
ZNF43	0.601704333333334	0.0349945973792836
PRSS33	-0.208613666666666	0.45895048781174
GUCY1B3	0.00519000000000036	0.987937064305561
MYO10	-0.150608666666666	0.564757468001238
BAMBI	0.165791000000000	0.526986765016044
TCEAL3	-0.00637616666666602	0.985544323496696
GEMIN5	-0.205418999999999	0.368449159208846
PGM2L1	-0.148310666666666	0.65865472196943
CEACAM8	0.00952366666666682	0.983159241812861
PSD	-0.0663236666666667	0.816134952712854
FKBP4	-0.22592400	0.280608379927999
CENPM	0.0784953333333343	0.76368723681351
C5orf46	-0.0129493333333332	0.965077743699825
VAV1	-0.160525666666667	0.449950389559863
G3BP2	0.0256500000000017	0.926339187551963
NUDT22	-0.0794606666666654	0.712267479945689
KRT6B	0.243273666666668	0.332502783413088
VASN	-0.0152933333333330	0.956567100065073
SELL	-0.0948006666666662	0.714382809933119
SHOX	-0.079208666666666	0.727809376593958
TTYH1	-0.082026999999999	0.776112195351357
IRX2	-0.0559993333333321	0.82823525844265
RSAD1	-0.189799333333332	0.388303383752735
LY6G6D	-0.140358555555555	0.696927295330661
NFKBID	-0.0980596666666661	0.68499503971094
FAM178B	-0.114036999999999	0.728054565398526
ZNF540	0.0313273333333338	0.90895380701166
GLIPR1	0.349850000000001	0.106113992549159
PSAT1	-0.393260999999999	0.0802364138234242
TRIM62	-0.0176029999999999	0.95482028291900
ZNF653	-0.108923666666666	0.589826330962094
ARAP3	-0.0887366666666668	0.748528107724507
ZSCAN4	0.0311163333333339	0.907374738017166
TCP11L2	0.302669000000001	0.297888842945994
TMEM132A	0.0193550000000011	0.95285450244329
FAU	-0.0793799999999984	0.707966006319856
CCDC34	0.285371666666667	0.19267746458517
ZNF474	0.062730666666667	0.815274179657758
GPAM	-0.338353333333333	0.255381448050109
RRBP1	-0.100878333333332	0.639837290428782
PPP1R1C	-0.0648143333333338	0.772139923817113
LAIR2	-0.0332476666666666	0.903778056312437
PRPS1L1	-0.0377896666666664	0.87796421789874
RIOK3	0.0337536666666672	0.892573269731487
RARRES1	-0.00246066666666622	0.994738356997797
NXPE4	-0.115716000000000	0.637426515050706
TDRD12	-0.018456666666666	0.946623914607177
C14orf180	-0.154062999999999	0.578893615511221
PRSS22	-0.134499	0.669640159813955
SMG8	-0.00055533333333196	0.998275219056485
LRRC46	-0.0501053333333325	0.834148450369096
SP110	0.0882536666666681	0.808239992878146
C19orf53	0.0238583333333357	0.931714916765969
LRP5L	-0.114374333333333	0.602084409940976
CAND1	-0.0579699999999992	0.801352759417909
ZC3HAV1	0.126780666666668	0.541939010010167
TMC1	-0.00582666666666687	0.985884500368235
IFLTD1	-0.0969113333333331	0.696927295330661
BARHL1	-0.124775666666666	0.581811561322474
AGXT2	-0.161125000000000	0.474413951968734
RECQL	-0.132222666666666	0.522830837265953
NPDC1	-0.0699736666666656	0.791934055525056
C19orf68	-0.0970799999999994	0.639261828248761
FLG	0.0270850000000004	0.919420614501031
GSN	-0.201633	0.512796060754107
FAM117B	0.148377333333335	0.528501553687416
MYL12A	0.131945333333334	0.516217427447249
PCSK2	-0.0933749999999984	0.760564116489878
STK33	-0.264368666666666	0.198299581791991
C16orf3	-0.221441666666666	0.338230698383994
SLC35G3	-0.362445	0.397274061224943
GATA2	-0.096550333333332	0.64090250408923
ZWINT	-0.069685666666666	0.76368723681351
RASGRF2	0.285795666666668	0.467798588118316
GLIS1	-0.172780666666666	0.50181000987305
GDF5	-0.0642249999999998	0.87095450632169
SFT2D2	-0.182999333333333	0.433950673944394
CAMK2N1	0.452732	0.134443467906163
CLEC3A	-0.142120333333333	0.469591696339734
C3orf43	-0.0538336666666661	0.830987625642722
TEX11	-0.099322666666666	0.706965493695243
OR2S2	-0.0501546666666665	0.874353540431336
GRID1	0.0168400000000009	0.967985930883208
GKN1	-0.0131806666666663	0.963537990151403
PRODH	-0.0191713333333328	0.959218131095776
NMU	0.297277333333335	0.210845715069665
EMD	0.248648666666668	0.213025725172764
METAP1	0.235979000000000	0.210510817626933
BIRC2	0.180646000000002	0.354514755946533
EXOSC1	-0.00278199999999868	0.993756838831997
NTN5	-0.0368769999999993	0.915761046438965
RPL11	-0.030943333333332	0.910625003107163
ADH7	-0.0800493333333331	0.808149567980568
ACOXL	0.0183003333333339	0.949287545570912
RHOV	-0.167504666666666	0.516265433652982
FGD3	-0.132893333333333	0.605491766505367
SLC39A14	-0.62838	0.0185304620090284
TMED10	-0.0729826666666661	0.765339817431245
RAP2A	-0.292931333333333	0.130173404647118
PREX2	-0.0314966666666665	0.900101096868846
SHROOM2	-0.0825389999999997	0.789228734235839
ANAPC7	-0.0100599999999980	0.974451420920923
BAHD1	-0.131196	0.662666815705326
PCDHB5	0.323229000000001	0.106403409888264
GPR68	0.108906666666667	0.655063476133482
EIF3E	0.0990176666666687	0.73097308185803
MSN	0.0601876666666678	0.809409373518692
TTN	-0.545492333333333	0.0309320552705188
FHL5	0.0518819999999999	0.821421133422134
HADHA	0.0470263333333346	0.842903889380894
SNTG2	0.0482293333333339	0.88384908879607
SUCLA2	0.191914000000001	0.340805625968811
P2RX2	-0.0691813333333328	0.800532222303294
GREB1L	0.342869	0.162018979106236
SHROOM3	-0.172315333333333	0.442640840368423
TROAP	0.0407806666666682	0.88384908879607
RHOB	0.253829	0.300124665604706
FGFBP3	0.00236366666666809	0.994786566213798
WDR44	0.0589976666666673	0.843257172500914
DCBLD1	0.122542666666668	0.616036866881905
UBXN4	-0.0104076666666658	0.979355199193915
RPL24	-0.00112999999999855	0.997144862160692
ZFP64	-0.0115779999999988	0.968668619102887
SMC6	0.0685820000000007	0.827433678445379
GNB5	0.124933333333335	0.558045577505427
DNER	0.314278333333334	0.290781031227171
RAB40B	0.0146276666666674	0.96003296204918
DLGAP4	0.0355186666666672	0.903788355106891
C17orf50	-0.0801546666666664	0.754488794029141
RNF121	-0.274770999999999	0.192639721677933
SCMH1	0.146088333333334	0.458006502146897
MIS12	0.294549333333335	0.159937050172911
C20orf96	0.166161666666668	0.554622302038406
TRNT1	-0.0115619999999997	0.979527173532206
KRT5	-0.080671666666666	0.808149567980568
ZNF420	0.0660380000000008	0.847929842355322
HNF4G	-0.0229636666666664	0.93682999997207
CYP21A2	-0.224671333333333	0.399012880214421
GRIP2	-0.184766333333333	0.540255856426522
E2F8	0.163217333333333	0.423306342680643
MTMR6	0.0897040000000003	0.677999095007544
CTSC	-0.295798000000000	0.291481585177291
STRADA	-0.0639569999999985	0.829625826427045
CKMT2	-0.120826999999999	0.613030354362634
SYNC	0.296119333333335	0.178963558988056
RYR2	-0.091340666666666	0.762898679429892
BLK	-0.0753533333333321	0.80841656016322
RCBTB2	-0.176641666666666	0.422927358730594
BDKRB1	-0.136695	0.60814016771842
PRPF38B	-0.0716706666666656	0.785476747850623
ABCB6	-0.05656	0.825269786103875
TSHR	0.227594000000000	0.274799196284777
MAP3K2	-0.0168956666666658	0.953035846190505
RERGL	-0.057985333333333	0.814791818131879
C8orf31	-0.236063333333334	0.280362360296366
KIF13A	0.288312333333334	0.141989461843871
SGIP1	0.0419773333333332	0.883189085233712
TFDP2	0.0382760000000008	0.879843042066371
TRMT61B	0.00510966666666735	0.988942941807152
IFT27	0.0619446666666678	0.78606666960761
PSCA	0.103641333333334	0.728894262229555
EIF5A2	0.276030666666667	0.164339180497304
ZG16	0.102348000000001	0.657217907037306
AADACL2	-0.0625226666666665	0.821421133422134
NEK3	0.113529666666667	0.626064244773985
ADRA1B	-0.0658673333333325	0.793596726500656
BTBD16	-0.0681416666666658	0.770296367591727
